time,open,high,low,close,BITBAY:ETHUSDT: Open,BITBAY:ETHUSDT: High,BITBAY:ETHUSDT: Low,BITBAY:ETHUSDT: Close,MA,Developing Poc,Developing VA High,Developing VA Low,Developing Poc,Developing VA High,Developing VA Low,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI
1625289000,231.26,231.82,231.18,231.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.5475,358.70650999997815,52.42910705440442
1625289300,231.23,231.36,230.59,230.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116.4112,355.6666949999781,49.82728120611907
1625289600,230.81,230.95,230.29,230.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,184.8655,287.1775599999781,48.530475254834215
1625289900,230.95,231.83,230.95,231.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.4961,262.0802099999781,53.719121615927605
1625290200,231.55,231.9,231.55,231.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.6216,258.8425849999781,56.43189174379784
1625290500,231.69,232.2,231.64,232.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.7681,256.3427449999781,58.126280369359286
1625290800,232.21,232.46,231.95,232.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,134.2288,249.96013999997808,60.319968795044026
1625291100,232.36,233.34,231.99,232.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,540.1913,248.23575999997811,62.31711554963852
1625291400,232.91,234,232.36,233.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,822.4474,275.30433999997814,67.53882835462669
1625291700,233.66,234.88,233.51,233.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1571.2744,341.93943999997816,67.10344630863933
1625292000,233.67,233.95,233.17,233.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,540.3629,356.31376999997815,63.99361821257973
1625292300,233.29,233.62,233.09,233.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,506.7629,372.78333499997814,64.12152165139776
1625292600,233.29,234,233.29,233.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,292.4586,372.3825249999781,67.08091716661886
1625292900,233.72,234.42,233.54,234.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,154.8161,377.1105949999781,69.23246149276942
1625293200,234.36,234.44,234.02,234.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.8139,364.3440499999781,68.45116188722652
1625293500,234.03,234.21,233.08,233.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,409.9878,381.74929999997806,57.4049319978268
1625293800,233.06,233.62,232.52,232.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1169.134,437.1844849999781,54.894418676444545
1625294100,232.86,233,231.93,232.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,292.6497,443.2617799999781,48.98795809727455
1625294400,232.28,232.75,232.14,232.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.9223,423.1080049999781,51.44922130671366
1625294700,232.55,233.18,232.31,232.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.6323,399.86961999997817,54.0902816637345
1625295000,232.81,232.93,232.01,232.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226.5485,394.0196699999782,48.17300092763916
1625295300,232.22,232.67,232,232.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,238.1595,400.10708499997816,51.92018879473005
1625295600,232.53,232.76,231.1,231.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,374.5632,409.5919699999782,41.96546957411165
1625295900,231.5,232.05,231.45,232.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,306.5447,417.4943999999781,47.6580021633916
1625296200,232.08,232.33,231.71,231.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.2108,422.67385999997816,46.03697872685366
1625296500,231.9,232.46,231.58,232.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137.3708,425.2039949999782,49.79496702285922
1625296800,232.28,233.53,232.18,233.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,274.4641,432.2157599999781,55.6665549011435
1625297100,233.17,233.94,233.04,233.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.0788,416.26013499997805,59.75793612956093
1625297400,233.95,236.46,233.87,236.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2117.8762,481.03157499997803,69.82804763198017
1625297700,235.94,237.65,235.83,237.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1350.7459,470.005149999978,74.21369456212648
1625298000,237.37,247.76,237.3,247.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13434.447,1114.709354999978,87.48527989892558
1625298300,247.27,248.77,244.41,246.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12051.2358,1691.932999999978,84.51493691903396
1625298600,246.4,248.04,246.32,247.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2220.7503,1788.3475849999782,85.55402991917624
1625298900,247.54,249.88,245.57,247.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4701.3475,2015.674154999978,85.39974527342414
1625299200,247.55,248.54,246.41,246.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2554.2144,2138.744179999978,81.09494222887537
1625299500,246.91,254,246.91,250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15004.7903,2868.4843049999777,84.38270501459407
1625299800,249.92,251.17,249.89,250.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1886.1882,2904.337014999978,84.88995341805028
1625300100,250.65,251.9,250.2,250.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2228.9917,3001.1541149999775,84.95458235178802
1625300400,250.55,251,249.8,250.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2002.1591,3095.9659549999774,85.02356728540644
1625300700,250.65,251.59,249.63,250.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,958.0709,3121.8878849999774,85.0657060048892
1625301000,250.81,253.55,250.79,251.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2548.2882,3237.9748699999777,86.20478203053419
1625301300,251.84,253.05,251.3,252.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1686.1546,3310.3746249999776,87.0718489635248
1625301600,252.73,252.96,252.01,252.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1260.2677,3354.6598499999773,82.55145819476874
1625301900,252.02,252.43,250.89,252.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1560.8375,3417.3744899999774,82.96160633034972
1625302200,252.4,253,251.97,252.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,832.3031,3451.5791049999775,83.56551760434346
1625302500,252.77,253.28,251.83,253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1003.5655,3494.888839999977,83.8800093705238
1625302800,253.03,256.97,253,255.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5485.7684,3755.4540549999774,87.15908195710917
1625303100,255.84,256.33,254.72,255.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3140.9243,3901.446329999977,84.93928333137279
1625303400,255.53,256.52,255.1,255.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1345.5909,3862.832064999977,85.5007120317449
1625303700,255.83,255.97,254.63,255.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008.7403,3895.731784999977,80.77191331747586
1625304000,255.3,255.4,254.17,254.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,599.8397,3254.0014199999773,74.37980467903495
1625304300,254.44,255.98,254.11,255.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1257.2876,2714.304009999977,76.71767489037578
1625304600,255.39,255.61,253.72,254.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,991.8572,2652.8593549999773,68.86928866937347
1625304900,254.1,256,254.05,255.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,673.1912,2451.4515399999773,71.50788641915419
1625305200,255.25,257.78,255.14,257.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2477.5858,2447.620109999977,76.20716102773656
1625305500,257.76,259.86,257.56,258.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4976.4097,1946.201079999977,77.95441773322953
1625305800,258.88,259.88,258.54,258.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1364.2342,1920.1033799999773,77.2453417716766
1625306100,258.8,259.6,257.87,259.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2168.1991,1917.063749999977,78.05558147243252
1625306400,259.14,267.08,259.1,259.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15326.5663,2583.2841099999773,79.02409251403886
1625306700,259.84,261.79,259.54,261.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2562.8838,2663.5247549999776,81.3925089977852
1625307000,261.32,262.8,261.2,262.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4131.3088,2742.675784999977,82.21380410253666
1625307300,262.05,262.26,259.02,259.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2205.1644,2768.6262749999773,69.77624975318685
1625307600,259.67,261.5,259.49,260.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1541.4048,2782.683129999977,70.99440377540427
1625307900,260.51,261.37,259.81,260.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1375.6446,2773.423484999977,72.18106276044443
1625308200,260.83,261.8,260.64,261.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1562.8772,2809.9521899999772,73.85819615504715
1625308500,261.68,262.6,260.81,261.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1727.4226,2846.1450449999775,73.0581220706541
1625308800,261.57,263.62,261.57,262.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1510.494,2647.3813249999776,75.03442423344481
1625309100,262.52,262.89,261.03,261.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,964.9011,2538.5801649999776,66.76251912519797
1625309400,261.05,262.72,261.05,261.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,719.3533,2507.2682849999774,68.89402105072611
1625309700,261.94,263,261.7,262.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1594.8743,2486.574984999978,69.57807227200297
1625310000,262.34,262.72,259.64,260.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1446.3371,2528.899854999978,58.87224028890251
1625310300,260.01,261.06,259.63,260.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1058.6575,2518.968349999978,60.80553884616493
1625310600,260.66,260.9,260,260.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1241.5329,2531.4521349999777,58.98591544385649
1625310900,260.39,260.94,258.66,258.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1330.3793,2564.311539999978,52.59687384974446
1625311200,258.83,259.53,258.44,259.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,674.4451,2474.1545049999777,53.91340713408838
1625311500,259.21,259.53,258.78,259.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,481.2601,2249.3970249999775,53.60167366485635
1625311800,259.18,259.35,257.67,258.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2466.8899,2304.5298099999773,49.79246001340128
1625312100,258.44,258.49,257.34,257.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,965.2979,2244.3847499999774,46.95127498931207
1625312400,257.63,258.29,257.42,258.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,672.7519,1511.6940299999774,49.11259878263961
1625312700,258.05,259.89,258.05,259.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,662.8716,1416.6934199999773,55.5451409949782
1625313000,259.6,260.96,259.6,260.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1540.0708,1287.1315199999776,59.23297684986558
1625313300,260.61,261.38,259.7,260.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1182.8623,1236.0164149999775,58.7236310778143
1625313600,260.53,264.1,260.05,263.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2651.0319,1291.4977699999774,68.7398007043626
1625313900,263.99,265,262.39,262.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2561.1894,1350.7750099999773,63.644438139408635
1625314200,262.92,263.41,262.37,262.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,520.5678,1298.6595399999774,63.26329558487715
1625314500,262.85,262.95,261.18,262.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,829.9739,1253.7871049999774,61.5272651459401
1625314800,262.5,262.51,261.15,261.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,944.6582,1225.4953149999776,55.61092879192723
1625315100,261.29,261.95,260.48,261.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1109.3289,1232.7167049999775,56.43444187202044
1625315400,261.39,261.47,260.78,261.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390.0185,1216.2499649999777,55.047722307435265
1625315700,261.17,262.17,261.13,262.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,534.0889,1163.2106949999775,58.52918312240586
1625316000,262.07,262.1,260.18,260.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,841.9284,1132.9902599999775,52.02093761236301
1625316300,260.75,260.76,259.45,259.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,974.7763,1128.7961999999775,48.330317201652996
1625316600,259.81,260.72,258.79,260.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2162.1282,1174.8259649999777,49.8541123367639
1625316900,260.28,260.28,259.03,259.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,571.0907,1136.8615349999777,46.99684465093634
1625317200,259.59,260.25,258.59,259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,535.27,1129.9027799999776,44.848466326144084
1625317500,259,259.05,258.34,258.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.4772,1138.2136349999778,44.38622971250771
1625317800,258.77,259.5,258.67,259.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,559.1875,1042.8285149999779,45.75462469124667
1625318100,259.14,259.34,258.38,259.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,465.359,1017.8315699999778,45.369916200103916
1625318400,259.12,259.99,259,259.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,576.0556,1012.9967549999777,49.957804591375954
1625318700,259.87,261.55,259.58,261.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1244.1519,1042.0607699999778,55.87056468806572
1625319000,261.08,261.43,259.6,260.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,902.7032,1010.1923899999778,51.151708540800556
1625319300,260.15,260.76,259.69,259.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,521.0651,977.1025299999777,49.09843528101725
1625319600,259.85,260.57,259.83,260.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,417.4114,865.4215049999779,53.00881075526286
1625319900,260.45,261.7,260.21,260.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,564.8735,765.6057099999779,54.14205548059102
1625320200,260.79,262.83,260.43,262.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,999.1378,789.5342099999779,61.9240874860728
1625320500,262.58,262.86,262,262.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,498.6649,772.9687599999779,62.52942127997475
1625320800,262.8,263.32,261.11,261.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,772.9921,764.3854549999779,53.09766054407038
1625321100,261.32,261.83,260.58,261.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1167.5385,767.2959349999779,54.52175449367844
1625321400,261.45,261.55,260.73,261.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375.0922,766.5496199999778,52.900106308733996
1625321700,261.13,261.77,260.7,261.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,746.4201,777.1661799999778,54.73656576355948
1625322000,261.62,261.93,260.67,261.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1002.9018,785.2148499999778,56.09498755646778
1625322300,261.78,262.5,261.48,262.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,713.8504,772.1685549999777,59.42064334341155
1625322600,262.44,262.5,261.13,261.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,297.2587,678.9250799999777,52.807449982151965
1625322900,261.4,262.56,261.36,262.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,542.5231,677.4966999999776,55.86488258739045
1625323200,262.04,262.1,260.96,261.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,618.5409,681.6602449999776,51.26609997351635
1625323500,261.07,261.8,260.98,261.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,673.3734,682.9550549999777,52.1048170285181
1625323800,261.34,262.23,261.15,261.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,499.2068,679.9560199999777,53.50513713941465
1625324100,261.66,262.57,261.28,262.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,285.3178,670.9539599999778,57.98284857985128
1625324400,262.54,263.89,261.72,261.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1257.3245,705.0174049999778,53.798147870013636
1625324700,261.87,263.7,261.73,263.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1379.9518,711.8073999999777,59.850155176712335
1625325000,263.02,263.63,262.63,263.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,872.7364,710.3090599999778,61.6263756900011
1625325300,263.57,265.49,263.37,265.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2166.2162,792.5666149999777,67.20631947592045
1625325600,265.03,265.03,262.86,263.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2770.4995,910.2210199999776,55.88737628707423
1625325900,263.13,264.16,262.32,263.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1264.8382,945.2192549999775,57.74416819444126
1625326200,263.55,265.1,262.25,263.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1500.9389,970.3093099999775,54.68513324427419
1625326500,262.99,263.03,261.3,261.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1048.0402,997.7780749999774,49.34592368421856
1625326800,261.97,263.37,261.93,262.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,972.2018,1007.7385599999774,53.92615571919924
